reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,texto_Traducido
1de6a7d5-c10d-4a1e-b4b2-7d4f99972c30,Oliver Ty,https://play-lh.googleusercontent.com/a-/ALV-UjW8JcYmuXV28bE6yhR6k68-DzAaB1R9kASwZgLdnkxdiMC7p2Y,ADS. Wanna change your profile? AD. Leaving a message thread to go to home page? AD. Like someone? HAVE ANOTHER AD.,1,1,24.5.0,2024-05-18 10:23:51,,,24.5.0,ADS. Wanna change your profile? AD. Leaving a message thread to go to home page? AD. Like someone? HAVE ANOTHER AD.
f4290363-12c6-4dd5-a5e4-7e137a0434d2,Anil Halaiah,https://play-lh.googleusercontent.com/a-/ALV-UjXaU0u7s_XU5PcQxn-AeXVaV-6rwqbJU0LnUDEE4_8HCZuqw7IN,Unable to see the picture shared via album,3,1,24.5.0,2024-05-18 10:22:08,,,24.5.0,Unable to see the picture shared via album
0eca63e2-430d-441e-bc66-0bd46911eed4,Chris Wenting,https://play-lh.googleusercontent.com/a-/ALV-UjWo9ffAZxU-UDVZc4xL1hxhDHnahQILkKhoJNos6JYbcw9y5Yk6Sg,"used to be decent; nowadays filled with crashes, server issues and fakes/people selling stuff. Update; It managed to got worse; more bugs, forced ads (even when you close them, they still ""open"" which is absurd). Update May 24: They manage to make it even more broken after each update. Constant crashes, disappearing profiles / albums not working etc.",1,6,24.5.0,2024-05-18 10:17:45,"We constantly review the impact that ads have on the user experience and strive to strike the right balance. Your feedback has not gone unnoticed and has been elevated to the appropriate teams for review. If you see a malicious ad or technical issue on the app, please report it at help@grindr.com.",2023-06-16 18:34:52,24.5.0,"used to be decent; nowadays filled with crashes, server issues and fakes/people selling stuff. Update; It managed to got worse; more bugs, forced ads (even when you close them, they still ""open"" which is absurd). Update May 24: They manage to make it even more broken after each update. Constant crashes, disappearing profiles / albums not working etc."
2753803d-e45a-4ca5-8db9-d50fd01e08a6,Godwin M. Castillo,https://play-lh.googleusercontent.com/a-/ALV-UjV9bszCMwsQ1GedKje05DJZKsHeIIx_SYyGwE9xnGWEw3kt27BK,Worst experience. The albums don't open,1,1,24.5.0,2024-05-18 10:14:57,,,24.5.0,Worst experience. The albums don't open
6c114d92-6f58-4519-b454-67377dff4c7b,Moto KTM,https://play-lh.googleusercontent.com/a/ACg8ocKJ2dsjysabsjXqvcFYyzAeKHFkSSYZIo5a-B4hk6GkhZGlHg=mo,Every release introduces new bugs. Unbearable,1,1,24.5.0,2024-05-18 10:12:13,,,24.5.0,Every release introduces new bugs. Unbearable
57565599-8290-42a9-b6e6-6b8bf441d62b,Rainiel,https://play-lh.googleusercontent.com/a-/ALV-UjXZI8nLMHMdz5_E7vb-b9ii2pfEfpVr8nUysq-7-C-hqtC3rKxU,"So frustrated, cuz i can't view an album even though i have a very stable wifi connection and my phone doesn't bug like this and also same goes with people i meet in this app, they can't also view my album.",1,0,24.5.0,2024-05-18 10:09:14,,,24.5.0,"So frustrated, cuz i can't view an album even though i have a very stable wifi connection and my phone doesn't bug like this and also same goes with people i meet in this app, they can't also view my album."
4b685367-3e2e-450a-876b-eb98e21fa002,romeo diaz,https://play-lh.googleusercontent.com/a/ACg8ocJNEPI6Pg0AEyzrGQ0QEfCd_3KSoPMgDy84thYhYxU0ejFC7w=mo,Excellent,5,0,24.5.0,2024-05-18 10:08:06,,,24.5.0,Excellent
871e284d-3ff5-4f02-b6b8-23b8d557b4d2,sanjoy Roy,https://play-lh.googleusercontent.com/a-/ALV-UjVcYmMUg-BrXdnIRerZFqM76tqlaV-i4bTvAIBHtVqlrnGQ-Pk,Nice bt slow,5,0,24.5.0,2024-05-18 09:56:09,,,24.5.0,Nice bt slow
136215a2-b01d-4d0a-9555-bf95e09feb5e,ajay narang,https://play-lh.googleusercontent.com/a/ACg8ocIlZA5DhKQ1ABaNFcQ4ZKmz2qc-kUn5C0PsibncwH5i8NJeeA=mo,Nor working properly.. Hang while chatting.. To much problems,1,1,24.5.0,2024-05-18 09:41:07,,,24.5.0,Nor working properly.. Hang while chatting.. To much problems
36d3c7ec-2638-403f-b6db-330081879c1b,Raj Jagi,https://play-lh.googleusercontent.com/a/ACg8ocIPUtepgcBsHYyvqqY7C817MIrxynLuB4_W7pA8Zdt-4YOS5Q=mo,Latest version very bad experience no message or album loading properly. Send the proper version with tested all scenarios,1,0,24.5.0,2024-05-18 09:37:27,,,24.5.0,Latest version very bad experience no message or album loading properly. Send the proper version with tested all scenarios
8f8e1046-8c05-4168-90d9-0a392f97b9d4,Abelardo Yumul,https://play-lh.googleusercontent.com/a/ACg8ocL5xt3B-Mb9ZpH9AOECWE5NPY6m1Fs7jGDA9W8mQZcDOdQTWg=mo,Why now it is to hard to create account haysss,1,0,,2024-05-18 09:36:34,,,,Why now it is to hard to create account haysss
768e879d-ae51-4fed-bd84-406af41422d4,Burhan Abdulkadir,https://play-lh.googleusercontent.com/a-/ALV-UjVhvW5sdZLIWqrnI83ASB7valE067qYlTHyTenDS94ka1uWZcs,"RIGGED AND FIXED APP. So that everything works against you, especially if you give them 1 star and negative feedback. Grindr wants to depress us.",1,2,24.5.0,2024-05-18 09:24:58,,,24.5.0,"RIGGED AND FIXED APP. So that everything works against you, especially if you give them 1 star and negative feedback. Grindr wants to depress us."
0c6587c7-25c5-4039-9a2d-c53aa2975461,Ameer Ashraf,https://play-lh.googleusercontent.com/a/ACg8ocJvH76TkJadS7gX1x5PdjtMmfzcOscRQykDyobEin-V-6-EFg=mo,Now a days glitch the grindr everytime it's disgusting experience for me 🤢,1,1,24.5.0,2024-05-18 09:21:21,,,24.5.0,Now a days glitch the grindr everytime it's disgusting experience for me 🤢
5bebfda7-c19d-4b5d-978d-c5c70e67ccac,Jerome Briones,https://play-lh.googleusercontent.com/a-/ALV-UjULceeGGm45JbWQ8JNbiV6_ajgX1sjXp8koUCwxbDV7VkocaDqG,I can't login,1,0,24.5.0,2024-05-18 09:19:04,,,24.5.0,I can't login
ff66ae28-6afc-4311-9264-303d8c7e5ed4,Dan Gip,https://play-lh.googleusercontent.com/a-/ALV-UjWQXtPxh-095FMtkOsR_O-jW0gjCxoQ8NJss6Ahe1gY-NHbNGk,The explore option is broken. I went one town over and was getting profiles from all over.,3,0,24.5.0,2024-05-18 09:16:10,,,24.5.0,The explore option is broken. I went one town over and was getting profiles from all over.
52f0ab29-5b5a-4262-b968-eec79d3b7a0d,ankit gada,https://play-lh.googleusercontent.com/a/ACg8ocK9wKgTZSO3BTbYekhWCB-cWxBk5IhJn9VQptSm0SclIZC4vw=mo,Facing issue with regards to app. Not able to open any album shared by any profile,2,1,24.5.0,2024-05-18 09:12:56,"Hi Ankit, We're sorry you're having trouble opening the app and with messages. Whenever you experience technical issues of any kind, you can reach out to us at help@grindr.com so that our support team can investigate and get things working again.",2022-04-15 14:35:12,24.5.0,Facing issue with regards to app. Not able to open any album shared by any profile
3fb8ee98-2189-4067-9161-2fa98329068b,Terik Brown,https://play-lh.googleusercontent.com/a-/ALV-UjXfsw79SgoeSiiKtPcwIXXkud-2GVpHhUmeNOnrFpdcCjrc3I0EEw,"Glitches just left and right. Sending messages is a race being kicked out of messengers. New Grindr app soon, since this one's dead",1,0,24.5.0,2024-05-18 09:11:31,,,24.5.0,"Glitches just left and right. Sending messages is a race being kicked out of messengers. New Grindr app soon, since this one's dead"
86d240c0-a823-4088-88ae-2951b16f9398,ALVIN PADIGOS,https://play-lh.googleusercontent.com/a/ACg8ocIKh7pVuLjU-7rT8v_LtDDchdW8zHmKuT98t4jLGcPW3lzl80k=mo,Da best,5,11,24.5.0,2024-05-18 09:07:28,,,24.5.0,Da best
074c1e95-4874-4d7d-9050-5782e09962ec,hanamant naragund,https://play-lh.googleusercontent.com/a/ACg8ocIXzRT2pI1IfvgZwFo7MJZAqPDnT_MdGH_ODcdGWxPuiaXUUw=mo,Nice,5,0,24.5.0,2024-05-18 09:05:23,,,24.5.0,Nice
b9d89df0-3178-42e4-8bcb-63e9ca71fcc2,Jeisson Garcia,https://play-lh.googleusercontent.com/a-/ALV-UjUJe06obI26KgfdDEm_m1rBO2jykunMSkb2wROdd8kLAPfCHA3g,I cannot see my private album and others neither,1,0,24.5.0,2024-05-18 09:03:08,,,24.5.0,I cannot see my private album and others neither
b58a01cb-9319-4826-a4a8-a9e5bcbfb0b9,Mike Silverwood,https://play-lh.googleusercontent.com/a-/ALV-UjUua07CSpbqE28RTANCGfks-Ml7ydQPTLTBpw445R2SqiPVeDc,"Something breaks, gets fixed, then something else breaks. Currently albums don't work. Maybe they'll fix it in a week. Soooo glad I no longer pay for this train wreck of an app.",1,0,24.5.0,2024-05-18 08:58:52,,,24.5.0,"Something breaks, gets fixed, then something else breaks. Currently albums don't work. Maybe they'll fix it in a week. Soooo glad I no longer pay for this train wreck of an app."
138358ee-758f-4b6f-9807-b54de8ae8cc4,Wayne Danielson,https://play-lh.googleusercontent.com/a-/ALV-UjV4RFXZjvChG_qgtFSTFyifLUYOEL5Zi88e14PFneeLVWkRLcYl,Can we just fix the issues without breaking another feature? Now albums don't work. We pay way too much money for this buggy app.,1,0,24.5.0,2024-05-18 08:56:14,"Hello, we are sorry that you feel this way. Please do share your feedback at help-android@grindr.com and our team will reach out to you at the earliest.",2019-08-31 16:18:30,24.5.0,Can we just fix the issues without breaking another feature? Now albums don't work. We pay way too much money for this buggy app.
870b6474-3967-4ddf-8741-581e920e868e,MUHD FAHIM,https://play-lh.googleusercontent.com/a-/ALV-UjUgIU5cKtSyItufzzKZHCcUgTLPnRjv-NJpkczkL-Zswq2983GTvQ,there are issues with the albums and pictures shared,1,0,24.5.0,2024-05-18 08:56:11,,,24.5.0,there are issues with the albums and pictures shared
a6c387a7-d598-4b62-9227-b39b5bd270e3,rajeev menon,https://play-lh.googleusercontent.com/a/ACg8ocJJQc56PcKyC_ZOYcGOwQLAq5HmraT59shSTvu-iGNuDD1_TA=mo,new update is worst. unable to refresh unable to view the albums. kindly rectify the issues,1,1,24.5.0,2024-05-18 08:50:59,,,24.5.0,new update is worst. unable to refresh unable to view the albums. kindly rectify the issues
f212dc3f-cbf3-489a-b23a-a42d31939a86,Jhonnatan Cárdenas,https://play-lh.googleusercontent.com/a-/ALV-UjXOdSSjPECnkgNMiHOZrQvlI3atvzda5zH52z9C5zQSS2YEksoUBQ,Getting worse...when I share my album they can't see my pics. Full of ads and bugs. Sucks!,1,2,24.5.0,2024-05-18 08:38:21,,,24.5.0,Getting worse...when I share my album they can't see my pics. Full of ads and bugs. Sucks!
bdc64487-2e1c-4732-9bf6-5fea843a2051,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"you'd think that paying for the use of an app would mean that you actually get to use the app. Not so with Grindr. I have to go back and resend messages every couple minutes, and countless messages just never send at all. overall, kind of an annoying app to use. takes three times as long to get anything set up. most recent update makes it impossible to open sent albums or properly view pics sent. Insane to have these types of issues on an app I have to pay to use properly in the first place",2,3,24.5.0,2024-05-18 08:36:27,"Hey! We'd love to help you out if you have an issue. If you can drop us a support request with some additional info via help.grindr.com, we’ll get right back to you!
Thanks,
Robbie.",2017-05-26 10:51:50,24.5.0,"you'd think that paying for the use of an app would mean that you actually get to use the app. Not so with Grindr. I have to go back and resend messages every couple minutes, and countless messages just never send at all. overall, kind of an annoying app to use. takes three times as long to get anything set up. most recent update makes it impossible to open sent albums or properly view pics sent. Insane to have these types of issues on an app I have to pay to use properly in the first place"
2b28b3d2-9d08-43a4-95ad-51d9eea7d40d,Lucifer Devil,https://play-lh.googleusercontent.com/a/ACg8ocLtV2c9BqMv4vLqnprIv_pXjgQuSEvKiiuPU2iR8GYEcT0AFg=mo,Latest version has issues with album. Pls fix ASAP,1,1,,2024-05-18 08:28:30,,,,Latest version has issues with album. Pls fix ASAP
3a84a375-2d59-46af-9496-370843e78cef,Elmer Abellana,https://play-lh.googleusercontent.com/a-/ALV-UjUUKo7OWlLVOz5ImACWMmJsYgTjRQGnWyxP-DbGZUSZLHlPU1Lg,I can't view album.,5,28,24.5.0,2024-05-18 08:11:31,,,24.5.0,I can't view album.
2f0c7618-de0d-45bf-8995-dc63fb2a477c,J K,https://play-lh.googleusercontent.com/a/ACg8ocI3Uiuhprd_PKrcsTPTnAZH0ZcY3SE7c8I_9feckzQYNFBeZA=mo,"I have been trying to create an account on this app for 6 months, since my ex and I broke up. I had it before we got together, yet now I am unable to get it. I can't even create an account. I've used 4 different email addresses and I get the same thing every time. Registration error. Registration error. An account with this information already exists please try again. Registration error. For the love of God get yo shyt together.",1,14,24.5.0,2024-05-18 08:09:55,,,24.5.0,"I have been trying to create an account on this app for 6 months, since my ex and I broke up. I had it before we got together, yet now I am unable to get it. I can't even create an account. I've used 4 different email addresses and I get the same thing every time. Registration error. Registration error. An account with this information already exists please try again. Registration error. For the love of God get yo shyt together."
679293ac-4986-4c5a-bbb2-86d886c63ac5,Jonathan Molina,https://play-lh.googleusercontent.com/a-/ALV-UjVLgUt9Y0TngSt7r-0RclVWvlem_6JNc_G8FacnStp2KL7Y6-Sh,album is not working,1,1,24.5.0,2024-05-18 08:02:47,,,24.5.0,album is not working
3973fa35-ef20-4a71-a288-53a51f3493af,Wenz Warren Umbac,https://play-lh.googleusercontent.com/a-/ALV-UjUKe5Nx6yf2M1yBzgzPzoJE5KCXadRFHB33A-FZNtDgXM1N6hs,I can't view mine and other peoples album. All black and when I open it only Retry logo,1,1,,2024-05-18 08:00:30,,,,I can't view mine and other peoples album. All black and when I open it only Retry logo
8f6f855f-aa11-4d1b-9cf9-dd0494820bc1,Shane Blessley,https://play-lh.googleusercontent.com/a-/ALV-UjXkhHLsX2OQuN9UJ8QxReen0ozrxH9nbLMliALxaeIxvtLGHiEwXA,Albums not working,2,25,24.5.0,2024-05-18 07:59:06,,,24.5.0,Albums not working
29d06a89-2c4c-4f76-8950-9aad34601967,sparsh dayal,https://play-lh.googleusercontent.com/a-/ALV-UjXJHY5HY4uzQgV-QgODAJS6Q8GoNY-tGDcZ6QWCAofaB044jLCC,"The app was doing good in between with the updates after it started glitching heavily, but the recent couple of updates ruined it again... What r u doing guys... Let us enjoy the app!!",3,1,24.5.0,2024-05-18 07:51:24,,,24.5.0,"The app was doing good in between with the updates after it started glitching heavily, but the recent couple of updates ruined it again... What r u doing guys... Let us enjoy the app!!"
07bbfad9-869b-467e-95a2-a79bb3757c14,Samrat Mangalarapu,https://play-lh.googleusercontent.com/a/ACg8ocK4hP5uvDiLCVYwOR_ApSuxQVKoXkJ_Nq40XkeSLGaNvACkWg=mo,App not working properly After update,3,1,24.5.0,2024-05-18 07:50:59,,,24.5.0,App not working properly After update
eb6464af-1059-43c0-8549-0a0954917071,Varun Singh,https://play-lh.googleusercontent.com/a-/ALV-UjXNEWiOld-naG7CukA65cwq8LFoWzeVxXqqFAjP9GoPaCJkVLh0,Albums not loading after recent update,1,1,24.5.0,2024-05-18 07:49:25,,,24.5.0,Albums not loading after recent update
e7b59410-b18c-45b3-9c39-66ccc5ce08a4,Darrell,https://play-lh.googleusercontent.com/a/ACg8ocIzL_DfhFZke7jCbZaSKBkQ0b33TirXRjJZKlRgNeMGmMP_Vw=mo,The way they go about getting people to join is very annoying. There tactics keep getting worse and worse,3,1,24.5.0,2024-05-18 07:47:51,,,24.5.0,The way they go about getting people to join is very annoying. There tactics keep getting worse and worse
4e8876ff-f980-4d6e-bd50-86501acd2593,Dranreb Mariategue,https://play-lh.googleusercontent.com/a-/ALV-UjXDfG_9heOqzQ1fItnHKHLnHx0IdUQKvCIoKJz3CV9W4okSY1E,"After update, we can't view pictures in album",2,2,24.5.0,2024-05-18 07:44:17,,,24.5.0,"After update, we can't view pictures in album"
20c0c3c3-dcaf-4faf-b8bd-1657c34361b6,Marco Vega,https://play-lh.googleusercontent.com/a/ACg8ocJVdxpdtcn9B1NPqDc8xuhm1Nmn_iBARswpdMk3UMIDy4a6Gg=mo,Latest update broke photo upload/selection capability as well as the ability to navigate private albums. The ads and pop-ups on the free version are far more frequent and intrusive than any other app I've used.,2,19,24.5.0,2024-05-18 07:42:09,,,24.5.0,Latest update broke photo upload/selection capability as well as the ability to navigate private albums. The ads and pop-ups on the free version are far more frequent and intrusive than any other app I've used.
460f2fe6-c2f4-4093-a935-59e07224e78b,Data Arun,https://play-lh.googleusercontent.com/a-/ALV-UjUZIPsm87qTg5F3qFoCRIx4cRUDRiS_079rOH8dsb84x3TvAGzd,Login problems ...showing something went wrong,1,1,,2024-05-18 07:35:38,,,,Login problems ...showing something went wrong
1ada0393-c036-491c-82e2-eee96d9ba2c0,bigbiscuit _,https://play-lh.googleusercontent.com/a-/ALV-UjWqyCY0CZQnu6szWi8ERkbprjUXBHg-tXFIZ3qXojGcJJeqL2Qd,I was just randomly banned over the night. It's so frustrating because I don't know what caused it. Like I just don't get it. AND I have no way of telling the people I was talking to that I was banned.,1,0,,2024-05-18 07:24:04,,,,I was just randomly banned over the night. It's so frustrating because I don't know what caused it. Like I just don't get it. AND I have no way of telling the people I was talking to that I was banned.
6580c34b-7d3a-4c9f-940b-4abb8084d88b,Eric Campbell,https://play-lh.googleusercontent.com/a-/ALV-UjW7KszxotUepmvrSk9S72XpdUJqoxwwmt9HffjvQdiwpOjewnaD,"I can open up an album that someone shares with me, but can't see the pictures inside! Frustrating!!!!!!",1,1,24.5.0,2024-05-18 07:24:02,,,24.5.0,"I can open up an album that someone shares with me, but can't see the pictures inside! Frustrating!!!!!!"
49576ca4-6cb3-4189-bb0a-27f7eaa43eaa,Raushan Kumar,https://play-lh.googleusercontent.com/a/ACg8ocKGamYqwTKS2vl06cYXFdiv_iUUxEfDvg_amMQrvuSHfKx0oQ=mo,It is not working properly after getting updated,1,1,24.5.0,2024-05-18 07:23:56,,,24.5.0,It is not working properly after getting updated
d6c7c843-167f-4c32-b4fc-1b58234b706c,Aurélio Melo,https://play-lh.googleusercontent.com/a-/ALV-UjWlVPuOrC4V7NNF26wmQ2fB1dAWeQ2Hdd5bGQG7WXpcU_2BSIlx,"O app tá ficando cada vez pior. Primeiro tiraram o filtro de pesquisa das conversas, agora bloquearam os taps e pra piorar não consigo mais ver as fotos dos álbuns que me mandam, simplesmente não carrega. Não é a minha internet porque a conexão tá ótima. Consertem isso e darei mais estrelas!",1,0,24.5.0,2024-05-18 07:22:32,,,24.5.0,"O app tá ficando cada vez pior. Primeiro tiraram o filtro de pesquisa das conversas, agora bloquearam os taps e pra piorar não consigo mais ver as fotos dos álbuns que me mandam, simplesmente não carrega. Não é a minha internet porque a conexão tá ótima. Consertem isso e darei mais estrelas!"
18d81923-4a86-4d6b-a382-49c8b3ced40a,Jay “Kozmic” Rogers,https://play-lh.googleusercontent.com/a-/ALV-UjWLpNQsefaB0zgveLAIIe58dr69JKD3gpavw3mdiH2h95nQHsJm,Keep getting registration error. Cant even log on to app,2,0,7.18.0,2024-05-18 07:22:25,,,7.18.0,Keep getting registration error. Cant even log on to app
e426200c-f689-42eb-9dec-56cf9b71f192,김현인_SKZstay,https://play-lh.googleusercontent.com/a-/ALV-UjWTo7v6rxlTwylWKGIIlcTQ3Oihd8wEJ6UBwZUsbYUGc7AHxXI,"The albums are not working, recent albums sent are not loading properly.",1,1,,2024-05-18 07:20:12,,,,"The albums are not working, recent albums sent are not loading properly."
ffbd2bfc-993c-4f96-8b87-df78fbf13535,Subham Basu,https://play-lh.googleusercontent.com/a/ACg8ocJoigkVFfAzSyO74ywvfgSyzgKs7IqGmiTejJ-g57iiNfSjtg=mo,"This new update is so irritating can't see anyone's album properly, sometimes it's showing issue with sending mssgs,many more it's such a pain in the neck 😪",1,1,,2024-05-18 07:16:03,,,,"This new update is so irritating can't see anyone's album properly, sometimes it's showing issue with sending mssgs,many more it's such a pain in the neck 😪"
8a2a2ac0-beea-46f8-8e1d-5ddf701471e0,Lermy Mirambil,https://play-lh.googleusercontent.com/a-/ALV-UjWX_9JF2fLhpxcYcPUYxOntp4epQ6TvBfM-UqDjYZeDeYJhEotKcg,always have system bug,1,2,24.5.0,2024-05-18 07:04:31,,,24.5.0,always have system bug
d0958a0d-e86b-4b18-8837-a3d3e3bd04bf,adam jalani,https://play-lh.googleusercontent.com/a/ACg8ocIIgZoEQDqKwZiVXCJeG7Gh-sMukNpTlGUNg8iuPQa9SI0Jog=mo,App crash. All profile don't have pictures even uninstall and reinstalled. Cannot open shared album,1,1,24.5.0,2024-05-18 06:56:13,,,24.5.0,App crash. All profile don't have pictures even uninstall and reinstalled. Cannot open shared album
bbc6746b-425b-4ce7-93b1-569b4ff86b82,Nicholas Dobrilla,https://play-lh.googleusercontent.com/a-/ALV-UjV6j5GXrnfh9SlusVULJcxqqHPBWUPZBZVf_8B5TittbXeKk49i,Another new download.... this time albums became unviewable. Ads more intrusive than ever.,1,9,24.5.0,2024-05-18 06:53:30,,,24.5.0,Another new download.... this time albums became unviewable. Ads more intrusive than ever.
d781c0eb-f64b-43ef-a850-a0343ea8b794,Happy Gill,https://play-lh.googleusercontent.com/a/ACg8ocLMGBYeIfHQxEI6Yr36U5ElRJY5eMSel7K_lQ8JzDO8SZscZw=mo,Bekar hai apni se bekar banaa Diya hai pahle bahut achcha tha abhi to bekar hai kitni bar ise delete karke download karenge iski koi album open nahin kar raha live video call par kisi ka fees of show kar,1,2,24.5.0,2024-05-18 06:48:47,,,24.5.0,Bekar hai apni se bekar banaa Diya hai pahle bahut achcha tha abhi to bekar hai kitni bar ise delete karke download karenge iski koi album open nahin kar raha live video call par kisi ka fees of show kar
855441b1-b8bc-417b-9a8f-b3d14d287d28,Aj T,https://play-lh.googleusercontent.com/a-/ALV-UjWoapvC7XXfnR53fYw2D9IZNV3U1NZzJ4AGIAI6ywEoGrEfM5MBmw,Your albums aren't working. There 2 or more adds that come at one go. App is getting more and more limited and weird to use.,1,1,24.5.0,2024-05-18 06:47:32,,,24.5.0,Your albums aren't working. There 2 or more adds that come at one go. App is getting more and more limited and weird to use.
61bd1d2c-fcf0-4553-9345-6ca9f707f2bd,Tushar Singh,https://play-lh.googleusercontent.com/a-/ALV-UjVL2xn6n2eD0ttV9G0EfrBukOwEs3OlERX7--133gzWNSvZAsop,Today too much facing problem I can't show n see album any one please solve the problem 🙏,1,2,24.5.0,2024-05-18 06:42:27,,,24.5.0,Today too much facing problem I can't show n see album any one please solve the problem 🙏
